Run,Bases,BioSample,Experiment,Instrument,Library Name,LibraryLayout,Organism,Platform,Sample_name,SRA Study,sample_type,sex,Sample_code,Date,geo_loc_name,lat,lon,lat_lon,Spawning_time,Era
ERR9709195,2400485354,SAMEA14369660,ERX9258526,Illumina NovaSeq 6000,HER116E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER116,ERP137457,individual,NA,HER116,1290-1380 CE,Selso-Vestby_Denmark,NA,NA,NA,NA,historical
ERR9709196,1444376910,SAMEA14369661,ERX9258527,Illumina NovaSeq 6000,HER117E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER117,ERP137457,individual,NA,HER117,1290-1380 CE,Selso-Vestby_Denmark,NA,NA,NA,NA,historical
ERR9709197,889893434,SAMEA14369662,ERX9258528,Illumina NovaSeq 6000,HER118E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER118a,ERP137457,individual,NA,HER118,1290-1380 CE,Selso-Vestby_Denmark,NA,NA,NA,NA,historical
ERR9709198,17982710800,SAMEA14369663,ERX9258529,Illumina NovaSeq 6000,HER118E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER118b,ERP137457,individual,NA,HER118,1290-1380 CE,Selso-Vestby_Denmark,NA,NA,NA,NA,historical
ERR9709199,535940072,SAMEA14369664,ERX9258530,Illumina NovaSeq 6000,HER118E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER118c,ERP137457,individual,NA,HER118,1290-1380 CE,Selso-Vestby_Denmark,NA,NA,NA,NA,historical
ERR9709200,1315984026,SAMEA14369665,ERX9258531,Illumina NovaSeq 6000,HER118E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER118d,ERP137457,individual,NA,HER118,1290-1380 CE,Selso-Vestby_Denmark,NA,NA,NA,NA,historical
ERR9709201,8864153302,SAMEA14369666,ERX9258532,Illumina NovaSeq 6000,HER118E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER118e,ERP137457,individual,NA,HER118,1290-1380 CE,Selso-Vestby_Denmark,NA,NA,NA,NA,historical
ERR9709202,15386454852,SAMEA14369667,ERX9258533,Illumina NovaSeq 6000,M-HER001,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER001,ERP137457,individual,NA,M-HER001,2002,Karmoy_Norway,NA,NA,NA,spring,modern
ERR9709203,8856244526,SAMEA14369669,ERX9258534,Illumina NovaSeq 6000,M-HER002,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER002,ERP137457,individual,NA,M-HER002,2002,Karmoy_Norway,NA,NA,NA,spring,modern
ERR9709204,14252886980,SAMEA14369670,ERX9258535,Illumina NovaSeq 6000,M-HER003,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER003,ERP137457,individual,NA,M-HER003,2002,Karmoy_Norway,NA,NA,NA,spring,modern
ERR9709205,7763336122,SAMEA14369671,ERX9258536,Illumina NovaSeq 6000,M-HER005,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER005,ERP137457,individual,NA,M-HER005,2002,More_Norway,NA,NA,NA,spring,modern
ERR9709206,11814029506,SAMEA14369672,ERX9258537,Illumina NovaSeq 6000,M-HER006,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER006,ERP137457,individual,NA,M-HER006,2002,More_Norway,NA,NA,NA,spring,modern
ERR9709207,16931183040,SAMEA14369673,ERX9258538,Illumina NovaSeq 6000,M-HER007,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER007,ERP137457,individual,NA,M-HER007,2002,More_Norway,NA,NA,NA,spring,modern
ERR9709208,13166245982,SAMEA14369674,ERX9258539,Illumina NovaSeq 6000,M-HER008,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER008,ERP137457,individual,NA,M-HER008,2002,More_Norway,NA,NA,NA,spring,modern
ERR9709209,21581909956,SAMEA14369675,ERX9258540,Illumina NovaSeq 6000,M-HER009,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER009,ERP137457,individual,NA,M-HER009,2003,Risor_Norway,NA,NA,NA,spring,modern
ERR9709210,17897150576,SAMEA14369676,ERX9258541,Illumina NovaSeq 6000,M-HER010,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER010,ERP137457,individual,NA,M-HER010,2003,Risor_Norway,NA,NA,NA,spring,modern
ERR9709211,16376773554,SAMEA14369677,ERX9258542,Illumina NovaSeq 6000,M-HER011,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER011,ERP137457,individual,NA,M-HER011,2003,Risor_Norway,NA,NA,NA,spring,modern
ERR9709212,15681726594,SAMEA14369678,ERX9258543,Illumina NovaSeq 6000,M-HER012,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER012,ERP137457,individual,NA,M-HER012,2003,Risor_Norway,NA,NA,NA,spring,modern
ERR9709213,20490731408,SAMEA14369679,ERX9258544,Illumina NovaSeq 6000,M-HER013,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER013,ERP137457,individual,NA,M-HER013,2003,M?sesk?r_Sweden,NA,NA,NA,spring,modern
ERR9709214,15801453588,SAMEA14369680,ERX9258545,Illumina NovaSeq 6000,M-HER014,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER014,ERP137457,individual,NA,M-HER014,2003,M?sesk?r_Sweden,NA,NA,NA,spring,modern
ERR9709215,14943773286,SAMEA14369681,ERX9258546,Illumina NovaSeq 6000,M-HER015,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER015,ERP137457,individual,NA,M-HER015,2003,M?sesk?r_Sweden,NA,NA,NA,spring,modern
ERR9709216,17054693188,SAMEA14369682,ERX9258547,Illumina NovaSeq 6000,M-HER016,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER016,ERP137457,individual,NA,M-HER016,2002,Kalix_Finland,NA,NA,NA,spring,modern
ERR9709217,17350278406,SAMEA14369683,ERX9258548,Illumina NovaSeq 6000,M-HER017,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER017,ERP137457,individual,NA,M-HER017,2002,Kalix_Finland,NA,NA,NA,spring,modern
ERR9709218,15100581652,SAMEA14369684,ERX9258549,Illumina NovaSeq 6000,M-HER018,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER018,ERP137457,individual,NA,M-HER018,2002,Kalix_Finland,NA,NA,NA,spring,modern
ERR9709219,13004662694,SAMEA14369685,ERX9258550,Illumina NovaSeq 6000,M-HER019,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER019,ERP137457,individual,NA,M-HER019,2010,Kalmarsund_Sweden,NA,NA,NA,spring,modern
ERR9709220,11510357634,SAMEA14369686,ERX9258551,Illumina NovaSeq 6000,M-HER020,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER020,ERP137457,individual,NA,M-HER020,2010,Kalmarsund_Sweden,NA,NA,NA,spring,modern
ERR9709221,21312931240,SAMEA14369687,ERX9258552,Illumina NovaSeq 6000,M-HER021,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER021,ERP137457,individual,NA,M-HER021,2010,Kalmarsund_Sweden,NA,NA,NA,spring,modern
ERR9709222,17725051648,SAMEA14369688,ERX9258553,Illumina NovaSeq 6000,M-HER022,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER022,ERP137457,individual,NA,M-HER022,2010,Idefjord-Inner_Norway,NA,NA,NA,spring,modern
ERR9709223,18301398112,SAMEA14369689,ERX9258554,Illumina NovaSeq 6000,M-HER023,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER023,ERP137457,individual,NA,M-HER023,2010,Idefjord-Inner_Norway,NA,NA,NA,spring,modern
ERR9709224,15155926474,SAMEA14369690,ERX9258555,Illumina NovaSeq 6000,M-HER024,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER024,ERP137457,individual,NA,M-HER024,2010,Idefjord-Inner_Norway,NA,NA,NA,spring,modern
ERR9709225,21165140292,SAMEA14369691,ERX9258556,Illumina NovaSeq 6000,M-HER025,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER025,ERP137457,individual,NA,M-HER025,2010,Blekinge_Sweden,NA,NA,NA,spring,modern
ERR9709226,15449552014,SAMEA14369692,ERX9258557,Illumina NovaSeq 6000,M-HER026,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER026,ERP137457,individual,NA,M-HER026,2010,Blekinge_Sweden,NA,NA,NA,spring,modern
ERR9709227,16062695366,SAMEA14369693,ERX9258558,Illumina NovaSeq 6000,M-HER027,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER027,ERP137457,individual,NA,M-HER027,2010,Blekinge_Sweden,NA,NA,NA,spring,modern
ERR9709228,14403640548,SAMEA14369694,ERX9258559,Illumina NovaSeq 6000,M-HER028,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER028,ERP137457,individual,NA,M-HER028,2010,Idefjord-Outer_Norway,NA,NA,NA,spring,modern
ERR9709229,13836387002,SAMEA14369695,ERX9258560,Illumina NovaSeq 6000,M-HER029,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER029,ERP137457,individual,NA,M-HER029,2010,Idefjord-Outer_Norway,NA,NA,NA,spring,modern
ERR9709230,22224888190,SAMEA14369696,ERX9258561,Illumina NovaSeq 6000,M-HER030,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER030,ERP137457,individual,NA,M-HER030,2010,Idefjord-Outer_Norway,NA,NA,NA,spring,modern
ERR9709231,18161716770,SAMEA14369697,ERX9258562,Illumina NovaSeq 6000,M-HER034,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER034,ERP137457,individual,NA,M-HER034,2003,M?sesk?r_Sweden,NA,NA,NA,spring,modern
ERR9709232,17666334694,SAMEA14369698,ERX9258563,Illumina NovaSeq 6000,M-HER035,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER035,ERP137457,individual,NA,M-HER035,2003,M?sesk?r_Sweden,NA,NA,NA,spring,modern
ERR9709233,16003218882,SAMEA14369699,ERX9258564,Illumina NovaSeq 6000,M-HER036,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER036,ERP137457,individual,NA,M-HER036,2003,M?sesk?r_Sweden,NA,NA,NA,spring,modern
ERR9709234,15987533304,SAMEA14369700,ERX9258565,Illumina NovaSeq 6000,M-HER037,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER037,ERP137457,individual,NA,M-HER037,2003,M?sesk?r_Sweden,NA,NA,NA,spring,modern
ERR9709235,16070797422,SAMEA14369701,ERX9258566,Illumina NovaSeq 6000,M-HER038,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER038,ERP137457,individual,NA,M-HER038,2003,Risor_Norway,NA,NA,NA,spring,modern
ERR9709236,12996757844,SAMEA14369702,ERX9258567,Illumina NovaSeq 6000,M-HER039,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER039,ERP137457,individual,NA,M-HER039,2003,Risor_Norway,NA,NA,NA,spring,modern
ERR9709237,20096199816,SAMEA14369703,ERX9258568,Illumina NovaSeq 6000,M-HER044,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER044,ERP137457,individual,NA,M-HER044,2010,Idefjord-Outer_Norway,NA,NA,NA,spring,modern
ERR9709238,16197661280,SAMEA14369704,ERX9258569,Illumina NovaSeq 6000,M-HER045,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER045,ERP137457,individual,NA,M-HER045,2010,Idefjord-Outer_Norway,NA,NA,NA,spring,modern
ERR9709239,19719202042,SAMEA14369705,ERX9258570,Illumina NovaSeq 6000,M-HER046,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER046,ERP137457,individual,NA,M-HER046,2010,Idefjord-Outer_Norway,NA,NA,NA,spring,modern
ERR9709240,17375275248,SAMEA14369706,ERX9258571,Illumina NovaSeq 6000,M-HER052,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER052,ERP137457,individual,NA,M-HER052,2010,Kalmarsund_Sweden,NA,NA,NA,spring,modern
ERR9709241,14738021592,SAMEA14369707,ERX9258572,Illumina NovaSeq 6000,M-HER053,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER053,ERP137457,individual,NA,M-HER053,2002,Karmoy_Norway,NA,NA,NA,spring,modern
ERR9709242,18112742034,SAMEA14369708,ERX9258573,Illumina NovaSeq 6000,M-HER054,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER054,ERP137457,individual,NA,M-HER054,2002,Kalix_Finland,NA,NA,NA,spring,modern
ERR9709243,17706328554,SAMEA14369709,ERX9258574,Illumina NovaSeq 6000,M-HER055,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER055,ERP137457,individual,NA,M-HER055,2002,Kalix_Finland,NA,NA,NA,spring,modern
ERR9709244,18509756066,SAMEA14369710,ERX9258575,Illumina NovaSeq 6000,M-HER056,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER056,ERP137457,individual,NA,M-HER056,2002,Kalix_Finland,NA,NA,NA,spring,modern
ERR9709245,15309945266,SAMEA14369711,ERX9258576,Illumina NovaSeq 6000,M-HER057,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER057,ERP137457,individual,NA,M-HER057,2010,Blekinge_Sweden,NA,NA,NA,spring,modern
ERR9709246,24665772688,SAMEA14369712,ERX9258577,Illumina NovaSeq 6000,M-HER058,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER058,ERP137457,individual,NA,M-HER058,2010,Blekinge_Sweden,NA,NA,NA,spring,modern
ERR9709247,15749399962,SAMEA14369713,ERX9258578,Illumina NovaSeq 6000,M-HER059,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER059,ERP137457,individual,NA,M-HER059,2010,Blekinge_Sweden,NA,NA,NA,spring,modern
ERR9709248,18900037310,SAMEA14369714,ERX9258579,Illumina NovaSeq 6000,M-HER061,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER061,ERP137457,individual,NA,M-HER061,2010,Idefjord-Inner_Norway,NA,NA,NA,spring,modern
ERR9709249,15528906440,SAMEA14369715,ERX9258580,Illumina NovaSeq 6000,M-HER062,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER062,ERP137457,individual,NA,M-HER062,2010,Idefjord-Inner_Norway,NA,NA,NA,spring,modern
ERR9709250,12635043384,SAMEA14369716,ERX9258581,Illumina NovaSeq 6000,M-HER063,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER063,ERP137457,individual,NA,M-HER063,2010,Idefjord-Outer_Norway,NA,NA,NA,spring,modern
ERR9709251,12005162588,SAMEA14369717,ERX9258582,Illumina NovaSeq 6000,M-HER064,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER064,ERP137457,individual,NA,M-HER064,2010,Idefjord-Outer_Norway,NA,NA,NA,spring,modern
ERR9709252,18323072350,SAMEA14369718,ERX9258583,Illumina NovaSeq 6000,M-HER065,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER065,ERP137457,individual,NA,M-HER065,2003,Risor_Norway,NA,NA,NA,spring,modern
ERR9709253,13133216242,SAMEA14369719,ERX9258584,Illumina NovaSeq 6000,M-HER066,PAIRED,Clupea harengus,ILLUMINA,BAL_22_M-HER066,ERP137457,individual,NA,M-HER066,2003,Risor_Norway,NA,NA,NA,spring,modern
